,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,phone,display_phone,distance,latitude,longitude,address1,address2,address3,city,zip_code,country,state,display_address,price
511,0nXHSn4VwyAiRIgG0tdGQg,salt-and-lime-san-diego,Salt and Lime,https://s3-media1.fl.yelpcdn.com/bphoto/-JWQzFmVEZWrvZjS-75N9Q/o.jpg,False,https://www.yelp.com/biz/salt-and-lime-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,200,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",4.5,[],+18589268582,(858) 926-8582,3938.038058591694,32.7615457,-117.1299451,4625 30th St,,,San Diego,92116,US,CA,"['4625 30th St', 'San Diego, CA 92116']",$$
512,kCRrWEwfb-o7zTGTIoEvAg,louisiana-purchase-san-diego,Louisiana Purchase,https://s3-media2.fl.yelpcdn.com/bphoto/p8r3yxP5tv08H-9fNP2eJA/o.jpg,False,https://www.yelp.com/biz/louisiana-purchase-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,595,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",4.0,"['delivery', 'pickup']",+16193962316,(619) 396-2316,4894.153459236997,32.74821,-117.139865,2305 University Ave,,,San Diego,92104,US,CA,"['2305 University Ave', 'San Diego, CA 92104']",$$
513,9q6USpuySIGHUhuJKj6gYg,kindred-san-diego,Kindred,https://s3-media1.fl.yelpcdn.com/bphoto/ERYDskTxsSZaYGuz91SdZA/o.jpg,False,https://www.yelp.com/biz/kindred-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,1383,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,"['delivery', 'pickup']",+16195469653,(619) 546-9653,8005.723700074918,32.7214638,-117.1300641410975,1503 30th St,,,San Diego,92102,US,CA,"['1503 30th St', 'San Diego, CA 92102']",$$
514,DuUscX_Gbt7yw3nBJeoTRA,primos-mexican-food-san-diego,Primos Mexican Food,https://s3-media3.fl.yelpcdn.com/bphoto/jijdagWBiRe9UI_2Xi7shw/o.jpg,False,https://www.yelp.com/biz/primos-mexican-food-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,206,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.0,"['delivery', 'pickup']",+16192248226,(619) 224-8226,9173.763925140847,32.727953,-117.217962,2556 Laning Rd,,Ste B 101,San Diego,92106,US,CA,"['2556 Laning Rd', 'Ste B 101', 'San Diego, CA 92106']",$
515,NTJMFvEDeSn5wzMm7CjvyQ,chamoy-poway,Chamoy,https://s3-media3.fl.yelpcdn.com/bphoto/cEK9g3yAVV2-rKc1FwG5Yw/o.jpg,False,https://www.yelp.com/biz/chamoy-poway?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,254,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.0,"['delivery', 'pickup']",+18586795099,(858) 679-5099,20246.507380740928,32.95383,-117.05803,12612 Poway Rd,,,Poway,92064,US,CA,"['12612 Poway Rd', 'Poway, CA 92064']",$
516,YLCrLRRDiec35o2FmBxipA,queenstown-public-house-san-diego,Queenstown Public House,https://s3-media2.fl.yelpcdn.com/bphoto/rS5N_9rAHUAehYhs3rzgjA/o.jpg,False,https://www.yelp.com/biz/queenstown-public-house-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,2120,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,['delivery'],+16195460444,(619) 546-0444,7745.26916340356,32.72177,-117.1671,1557 Columbia St,,,San Diego,92101,US,CA,"['1557 Columbia St', 'San Diego, CA 92101']",$$
517,1zdYrGHbJSXYeODjYUteGA,shore-rider-la-jolla,Shore Rider,https://s3-media1.fl.yelpcdn.com/bphoto/eXOxTKtzC0FcgJnnVfGwTA/o.jpg,False,https://www.yelp.com/biz/shore-rider-la-jolla?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,548,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"['delivery', 'pickup']",+18584125308,(858) 412-5308,11885.521181176426,32.85412,-117.256356,2168 Avenida De La Playa,,,La Jolla,92037,US,CA,"['2168 Avenida De La Playa', 'La Jolla, CA 92037']",$$
518,VTZJ_4RpYvVThiK6Dr-nEw,don-roman-taco-shop-2-chula-vista-2,Don Roman Taco Shop #2,https://s3-media2.fl.yelpcdn.com/bphoto/SjOWZvKtptDegscPF2JwJw/o.jpg,False,https://www.yelp.com/biz/don-roman-taco-shop-2-chula-vista-2?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,60,"[{'alias': 'tacos', 'title': 'Tacos'}]",4.5,['delivery'],+16199348866,(619) 934-8866,23664.668734574596,32.623281,-116.99769,1392 E Palomar St,Ste 204,,Chula Vista,91913,US,CA,"['1392 E Palomar St', 'Ste 204', 'Chula Vista, CA 91913']",
519,Okd6rjDGzqXBga9jDvOlXw,san-diego-food-markets-san-diego-2,San Diego Food Markets,https://s3-media3.fl.yelpcdn.com/bphoto/Z3YbVuSAFPJ9rnMDWv6YfA/o.jpg,False,https://www.yelp.com/biz/san-diego-food-markets-san-diego-2?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,21,"[{'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",5.0,[],,,8450.442285260498,32.7158677,-117.1729751,1009 N Harbor Dr,,,San Diego,92101,US,CA,"['1009 N Harbor Dr', 'San Diego, CA 92101']",
520,2U5HXuyqkj1Fo1njFL75ag,alanbertos-san-diego,Alanberto's,https://s3-media4.fl.yelpcdn.com/bphoto/6x7XGkcx8bASDyleesz9Ww/o.jpg,False,https://www.yelp.com/biz/alanbertos-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,155,"[{'alias': 'mexican', 'title': 'Mexican'}]",2.5,"['delivery', 'pickup']",,,9411.917931824839,32.7525871125962,-117.064121458789,6101 University Ave,,,San Diego,92115,US,CA,"['6101 University Ave', 'San Diego, CA 92115']",$
521,kySS-cX41Vv2LlnfsvswqQ,water-grill-san-diego-san-diego-2,Water Grill - San Diego,https://s3-media1.fl.yelpcdn.com/bphoto/he9xk_8I6zw3f8Pwq9rjQA/o.jpg,False,https://www.yelp.com/biz/water-grill-san-diego-san-diego-2?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,2650,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.5,['delivery'],+16197176992,(619) 717-6992,9059.288315449963,32.7092,-117.1589,615 J St,,,San Diego,92101,US,CA,"['615 J St', 'San Diego, CA 92101']",$$$
522,tn_VVKuTG9MowrntGnrghQ,taqueria-los-corrales-san-diego,Taqueria Los Corrales,https://s3-media2.fl.yelpcdn.com/bphoto/kNMrSalhELyl8evsjwn2vA/o.jpg,False,https://www.yelp.com/biz/taqueria-los-corrales-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,27,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.0,"['delivery', 'pickup']",+16197252661,(619) 725-2661,6304.950623820857,32.7530216402984,-117.204614582116,3030 Kurtz St,,,San Diego,92110,US,CA,"['3030 Kurtz St', 'San Diego, CA 92110']",
523,sAGkofvXsrilyONLAQq31w,la-posta-de-acapulco-spring-valley,La Posta De Acapulco,https://s3-media3.fl.yelpcdn.com/bphoto/cIcNQAdhhRyJCOTDKXmydw/o.jpg,False,https://www.yelp.com/biz/la-posta-de-acapulco-spring-valley?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,214,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,['delivery'],+16194614284,(619) 461-4284,16717.25533932815,32.74822,-116.98261,9914 Campo Rd,,,Spring Valley,91977,US,CA,"['9914 Campo Rd', 'Spring Valley, CA 91977']",$
524,jpyrUTFYM7kkoQM5PqfAlQ,misión-19-tijuana-3,Misión 19,https://s3-media1.fl.yelpcdn.com/bphoto/B-4gbmTZ3JzxiydYSCi4Pg/o.jpg,False,https://www.yelp.com/biz/misi%C3%B3n-19-tijuana-3?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,201,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,[],+526646342493,+52 664 634 2493,32934.45942508285,32.5211639915342,-117.007900206852,Misión San Javier 10643,Zona Urbana Río,,Tijuana,22010,MX,BCN,"['Misión San Javier 10643', 'Zona Urbana Río', '22010 Tijuana, Baja California', 'Mexico']",$$$
525,uIw0cAlaZY-Hans7qr3ztQ,el-cabrón-lemon-grove,El Cabrón,https://s3-media2.fl.yelpcdn.com/bphoto/GQFFljtPWYwm0HnY-CvtMQ/o.jpg,False,https://www.yelp.com/biz/el-cabr%C3%B3n-lemon-grove?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,39,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'burgers', 'title': 'Burgers'}]",2.5,[],,,11188.398166234883,32.742029775122376,-117.04926788806917,6966 Federal Blvd,,,Lemon Grove,91945,US,CA,"['6966 Federal Blvd', 'Lemon Grove, CA 91945']",
526,lDa5pZULq8QlOmHKbmoe0Q,georges-at-the-cove-la-jolla,George's at the Cove,https://s3-media3.fl.yelpcdn.com/bphoto/q3KkUjghTmMRUXKePbopXQ/o.jpg,False,https://www.yelp.com/biz/georges-at-the-cove-la-jolla?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,1975,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",4.0,[],+18584544244,(858) 454-4244,12792.000929241163,32.8493251529481,-117.271774815344,1250 Prospect St,,,La Jolla,92037,US,CA,"['1250 Prospect St', 'La Jolla, CA 92037']",$$$
527,GVZf5lT6x4y3Ghyj2TdlCg,la-mesita-mexican-food-la-mesa-2,La Mesita Mexican Food,https://s3-media3.fl.yelpcdn.com/bphoto/L3CLdVVQcLSo7Ut3lc_H5Q/o.jpg,False,https://www.yelp.com/biz/la-mesita-mexican-food-la-mesa-2?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,142,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,['delivery'],+16196974455,(619) 697-4455,10742.112572617532,32.7551875,-117.0471716,7012 University Ave,,,La Mesa,91942,US,CA,"['7012 University Ave', 'La Mesa, CA 91942']",$
528,Wlf1iEOB3Yr_duT4V02wyA,cerveza-jacks-gaslamp-san-diego,Cerveza Jack's Gaslamp,https://s3-media2.fl.yelpcdn.com/bphoto/ZpbvZ0mgQ2DlXNMN6pEzCQ/o.jpg,False,https://www.yelp.com/biz/cerveza-jacks-gaslamp-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,76,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,[],+16195469292,(619) 546-9292,9114.809236495126,32.70878,-117.16035,322 Fifth Ave,,,San Diego,92101,US,CA,"['322 Fifth Ave', 'San Diego, CA 92101']",$$
529,pTuHx_C2UfdNxgsT5ODmgg,city-tacos-san-diego-6,City Tacos,https://s3-media2.fl.yelpcdn.com/bphoto/YrkhFifUAhtSxTl3vShKeg/o.jpg,False,https://www.yelp.com/biz/city-tacos-san-diego-6?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,21,"[{'alias': 'tacos', 'title': 'Tacos'}]",4.0,[],+16199156495,(619) 915-6495,9125.53186940991,32.708571677123956,-117.15811993169304,323 Seventh Ave,,,San Diego,92101,US,CA,"['323 Seventh Ave', 'San Diego, CA 92101']",
530,HtsZt5ZEcl0RSYDnVWMRQw,euphoria-xix-grill-san-diego,Euphoria XIX Grill,https://s3-media2.fl.yelpcdn.com/bphoto/Snlv50hgkRtoM_FiDdUZWA/o.jpg,False,https://www.yelp.com/biz/euphoria-xix-grill-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,229,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,"['delivery', 'pickup']",+16192220020,(619) 222-0020,7422.455469754488,32.755746,-117.221813,3944 W Point Loma Blvd,Ste A & B,,San Diego,92110,US,CA,"['3944 W Point Loma Blvd', 'Ste A & B', 'San Diego, CA 92110']",$$
531,sK-38pDPHz2rVqNnWJ4ZNA,j-and-j-mexican-food-spring-valley,J & J Mexican Food,https://s3-media2.fl.yelpcdn.com/bphoto/S0Of_mJUizr8fCDHr8lkqQ/o.jpg,False,https://www.yelp.com/biz/j-and-j-mexican-food-spring-valley?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,14,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,[],+16195865067,(619) 586-5067,17381.14929259559,32.70750753,-116.99663994,566 Paraiso Ave,,,Spring Valley,91977,US,CA,"['566 Paraiso Ave', 'Spring Valley, CA 91977']",
532,NBxVw_-qNn0rWN5qfv5sMg,el-michoacan-ramona,El Michoacan,https://s3-media3.fl.yelpcdn.com/bphoto/IsSl_cAx2dSyPkhrz1UUxg/o.jpg,False,https://www.yelp.com/biz/el-michoacan-ramona?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,74,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,[],+17607899071,(760) 789-9071,38985.088925189884,33.0436096191406,-116.864974975586,780 Main St,,,Ramona,92065,US,CA,"['780 Main St', 'Ramona, CA 92065']",$$
533,1Wffq8H0kQ9sKVis_-QSnA,farmers-bottega-restaurant-san-diego,Farmer's Bottega Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/g-qztP8fMccboqoE0_I6FA/o.jpg,False,https://www.yelp.com/biz/farmers-bottega-restaurant-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,1248,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,"['delivery', 'pickup']",+16194589929,(619) 458-9929,4768.53454630935,32.7500687,-117.1709137,860 W Washington St,,,San Diego,92103,US,CA,"['860 W Washington St', 'San Diego, CA 92103']",$$
534,607qK7yC1lEANzbFnBIrTg,el-sonorense-mexican-seafood-imperial-beach,El Sonorense Mexican Seafood,https://s3-media1.fl.yelpcdn.com/bphoto/tLGpwj0gS2_1CyYuBU1ZAA/o.jpg,False,https://www.yelp.com/biz/el-sonorense-mexican-seafood-imperial-beach?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,188,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",3.5,"['delivery', 'pickup']",+16192716795,(619) 271-6795,23175.22966895827,32.58276,-117.13217,710 Seacoast Dr,,,Imperial Beach,91932,US,CA,"['710 Seacoast Dr', 'Imperial Beach, CA 91932']",$$
535,VyHlK3mHIQFCtqtn-xyUbA,nates-garden-grill-san-diego,Nate's Garden Grill,https://s3-media1.fl.yelpcdn.com/bphoto/AT3kjENtsrGK9Os52YgxLQ/o.jpg,False,https://www.yelp.com/biz/nates-garden-grill-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,505,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.5,['delivery'],+16195467700,(619) 546-7700,8221.925617983357,32.7386201173067,-117.092336788774,3120 Euclid Ave,,,San Diego,92105,US,CA,"['3120 Euclid Ave', 'San Diego, CA 92105']",$$
536,757f4UMueSwFWNSoi8ekdA,yard-house-san-diego-7,Yard House,https://s3-media1.fl.yelpcdn.com/bphoto/rJYQ8jEEv73lSt4tKrDfrw/o.jpg,False,https://www.yelp.com/biz/yard-house-san-diego-7?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,956,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"['delivery', 'pickup']",+16195740468,(619) 574-0468,2566.3472010430223,32.76791684913989,-117.14882609325409,1640 Camino Del Rio N,Ste 157,,San Diego,92108,US,CA,"['1640 Camino Del Rio N', 'Ste 157', 'San Diego, CA 92108']",$$
537,fwDScx1eWb-woDgRE5TVPw,paraná-empanadas-argentinas-san-diego,Paraná Empanadas Argentinas,https://s3-media2.fl.yelpcdn.com/bphoto/WyPc0Mt-BEoulWjHl5Y2iQ/o.jpg,False,https://www.yelp.com/biz/paran%C3%A1-empanadas-argentinas-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,350,"[{'alias': 'empanadas', 'title': 'Empanadas'}, {'alias': 'argentine', 'title': 'Argentine'}, {'alias': 'latin', 'title': 'Latin American'}]",4.0,"['delivery', 'pickup']",+18589003499,(858) 900-3499,7748.466115839724,32.7401033412461,-117.211227211359,2820 Historic Decatur Rd,,,San Diego,92106,US,CA,"['2820 Historic Decatur Rd', 'San Diego, CA 92106']",$
538,XEVP6n0z55DBL1l_tq73Xg,quinta-luna-cafe-san-diego,Quinta Luna Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/jSNTKtyJaf_dQ23fElx0TQ/o.jpg,False,https://www.yelp.com/biz/quinta-luna-cafe-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,6,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'mexican', 'title': 'Mexican'}]",5.0,"['delivery', 'pickup']",+18582754752,(858) 275-4752,11836.090515719658,32.895713,-117.134335,8901 Activity Rd,Ste 100,,San Diego,92126,US,CA,"['8901 Activity Rd', 'Ste 100', 'San Diego, CA 92126']",
539,4xJl-kFuJw5AtNMsco0vzg,herreras-mexican-and-sea-food-lemon-grove,Herrera's Mexican & Sea Food,https://s3-media4.fl.yelpcdn.com/bphoto/7DDzALTwcI5pJSpOKYdoLg/o.jpg,False,https://www.yelp.com/biz/herreras-mexican-and-sea-food-lemon-grove?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,81,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,['delivery'],+16197415180,(619) 741-5180,11220.931996166231,32.7415875453441,-117.049161352115,6914 Federal Blvd,,,Lemon Grove,91945,US,CA,"['6914 Federal Blvd', 'Lemon Grove, CA 91945']",$
540,KfkPjSTu0OV7yIPTZ4qi3w,the-cottage-la-jolla-la-jolla,The Cottage La Jolla,https://s3-media2.fl.yelpcdn.com/bphoto/mcKW1ufXSXuwrx2oO8-jVQ/o.jpg,False,https://www.yelp.com/biz/the-cottage-la-jolla-la-jolla?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,4436,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"['delivery', 'pickup']",+18584548409,(858) 454-8409,12732.897593479409,32.8434223,-117.2749568,7702 Fay Ave,,,La Jolla,92037,US,CA,"['7702 Fay Ave', 'La Jolla, CA 92037']",$$
541,zFjLJ1Yggxcud_hZ92pC4A,diegos-taco-shop-alpine,Diego's Taco Shop,https://s3-media2.fl.yelpcdn.com/bphoto/G912YUoU_GrY_i-ajtNJ6g/o.jpg,False,https://www.yelp.com/biz/diegos-taco-shop-alpine?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,61,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,['delivery'],+16194450900,(619) 445-0900,35307.78342495417,32.84135,-116.78108,1140 Tavern Rd,,,Alpine,91901,US,CA,"['1140 Tavern Rd', 'Alpine, CA 91901']",$
542,dvpxB3Mk_h2jBvsep3QdAg,margaritas-kitchen-and-cantina-san-diego,Margarita's Kitchen & Cantina,https://s3-media4.fl.yelpcdn.com/bphoto/xX_FFDJYgo5ycjD-tVvUCw/o.jpg,False,https://www.yelp.com/biz/margaritas-kitchen-and-cantina-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,196,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.0,"['delivery', 'pickup']",+16192393800,(619) 239-3800,9157.64134257967,32.709555,-117.171691,879 W Harbor Dr,Suite A,,San Diego,92101,US,CA,"['879 W Harbor Dr', 'Suite A', 'San Diego, CA 92101']",$
543,itiEtRyLuG5AXAcjm1ONxA,senor-taquero-2-san-diego,Senor Taquero 2,https://s3-media3.fl.yelpcdn.com/bphoto/5Z4mHF1pblfDdimXiYL1Tg/o.jpg,False,https://www.yelp.com/biz/senor-taquero-2-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,160,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"['delivery', 'pickup']",+18586687343,(858) 668-7343,18365.384782275454,32.94536,-117.08477,11385 Poway Rd,,,San Diego,92128,US,CA,"['11385 Poway Rd', 'San Diego, CA 92128']",$
544,MZo2rFAmXOtfIOdUxU8p2w,tio-leos-cantina-and-mexican-restaurant-poway,Tio Leo's Cantina & Mexican Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/xRRF9UW31V18VVthr_eUPg/o.jpg,False,https://www.yelp.com/biz/tio-leos-cantina-and-mexican-restaurant-poway?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,178,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",3.5,"['delivery', 'pickup']",+18582840110,(858) 284-0110,18134.93575731913,32.934179,-117.062441,12205 Scripps Poway Pkwy,Ste E101,,Poway,92064,US,CA,"['12205 Scripps Poway Pkwy', 'Ste E101', 'Poway, CA 92064']",$$
545,60uscuAWrGNTTBYkYWf-wQ,marietas-santee,Marieta's,https://s3-media1.fl.yelpcdn.com/bphoto/ItqWVB1GKwGyjNwd1Z8V2A/o.jpg,False,https://www.yelp.com/biz/marietas-santee?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,247,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,"['delivery', 'pickup']",+16194492365,(619) 449-2365,15790.931526552888,32.839329,-116.99538,8915 Carlton Hills Blvd,,,Santee,92071,US,CA,"['8915 Carlton Hills Blvd', 'Santee, CA 92071']",$$
546,Sa_qcnc7ZgzSOylf3plTRA,c-level-san-diego,C Level,https://s3-media4.fl.yelpcdn.com/bphoto/rE2Ti2kPJTW_xv2FkW-8Lg/o.jpg,False,https://www.yelp.com/biz/c-level-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,3484,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.5,[],+16192986802,(619) 298-6802,8047.249566972773,32.7241827616904,-117.188347987279,880 Harbor Island Dr,,,San Diego,92101,US,CA,"['880 Harbor Island Dr', 'San Diego, CA 92101']",$$
